"X_uuid","region","district","settlement","X_observation_gps_longitude","X_observation_gps_latitude"
"00a69b86-b399-49db-b7f6-408c240a803d","Gedo","Belet Xaawo","NA-3704-F31-001","41.89411574320378","3.9583775600504727"
"93e51bc8-fcc9-4c22-b0ee-eb684949e643","Gedo","Belet Xaawo","NA-3704-F31-001","41.877219159273615","3.923911357128558"
"fdd26d2c-9a23-4bb4-a451-28eb5384f0b4","Gedo","Doolow","NB-3813-W02-001","42.13377666666667","4.174148333333333"
"ff06eb7a-996d-4ea8-8807-85b258f4f38a","Gedo","Doolow","NB-3813-W02-001","42.13376166666667","4.173988333333333"
"84008365-c35a-40c8-9118-0f5491d21d2d","Gedo","Doolow","NB-3813-W02-001","42.133918333333334","4.1738583333333334"
"11bf3ac5-ecc8-4a77-b6dd-0f1798467876","Gedo","Doolow","NB-3813-W02-001","42.13384166666666","4.173861666666666"
"5ec8732e-3ff1-4704-8726-d9d08594cca9","Gedo","Doolow","NB-3813-W02-001","42.13377833333334","4.173755"
"504b9014-09f1-4eaa-8c2b-fd4788cc68c9","Gedo","Doolow","NB-3813-W02-001","42.13394666666667","4.173621666666667"
"4a6856e1-32ff-46a2-8ec3-e785d17660a2","Gedo","Doolow","NB-3813-W02-001","42.133869999999995","4.173473333333333"
"47873e65-19d4-401a-8082-4fd5a8be51d6","Bakool","Ceel Barde","NB-3814-E04-002","43.65755166666666","4.825006666666667"
"025070c7-f6e2-4d95-8955-774d2ae3bb24","Bakool","Ceel Barde","NB-3814-E04-003","43.65767833333333","4.824708333333334"
"bf25137b-d677-410e-a36f-2ccbdc5039d7","Bakool","Ceel Barde","NB-3814-E04-003","43.658161666666665","4.824156666666667"
"cacf7832-cde5-459e-8b81-ffcc95be9700","Bakool","Ceel Barde","NB-3814-E04-003","43.65704666666667","4.8249200000000005"
"3f63bdbd-95d3-4ead-bb23-09fd512bd857","Bakool","Ceel Barde","NB-3814-E04-003","43.65880833333334","4.82587"
"4b2ac8cf-8161-4292-bc98-5efbea0b62cb","Bakool","Ceel Barde","NB-3814-E04-002","43.66446273","4.82596327"
"9ccd69f4-3135-4e4e-b08f-d40993cf911b","Bakool","Ceel Barde","NB-3814-E04-002","43.66489666","4.82617209"
